text,intent,valence,arousal,lang
need reassurance!! 🙏 / necesito algo positivo,affirmation_request,neutral,low,en
i'll come back later please. ✨,thanks_goodbye,positive,low,en
me quiero morir porfa... ✨,crisis_emergency,negative,high,es
hola ahora... 😤,greeting_start,neutral,medium,es
i want to write about this please... 😥,journal_prompt,neutral,low,en
información de apoyo ahora! 🙏,info_help,neutral,low,es
¿podemos charlar? pls... 🌿,greeting_start,neutral,medium,es
steadying exercise please 😟,grounding_exercise,negative,medium,en
estoy molesto porfa!! 😥,check_in_mood,negative,high,es
¿hay alguien?... 😟 / hello,greeting_start,neutral,medium,es
breathing exercise please tbh... 😤,breathing_exercise,neutral,medium,en
¿hay alguien? pls. 💜,greeting_start,neutral,medium,es
hey can we chat? pls!! 😟 / ¿hay alguien?,greeting_start,neutral,medium,en
help me steady please. 😔,grounding_exercise,negative,medium,en
modo español ahora... 😔,language_switch,neutral,low,es
inglés por favor porfa... 🌿,language_switch,neutral,low,es
journal prompt please pls... 😔,journal_prompt,neutral,low,en
i’m in danger right now pls. 🌿,crisis_emergency,negative,high,en
what please 😤,fallback_clarify,neutral,low,en
una consigna para escribir! 😔,journal_prompt,neutral,low,es
me estoy desconectando por favor. 🌿,grounding_exercise,negative,medium,es
hey can we chat? pls... 😥,greeting_start,neutral,medium,en
cambiemos a inglés ahora!! / english please,language_switch,neutral,low,es
spanish please!! ✨,language_switch,neutral,low,en
modo español ahora!! 😥,language_switch,neutral,low,es
need reassurance pls! 💜,affirmation_request,neutral,low,en
me estoy desconectando pls!! 🌿,grounding_exercise,negative,medium,es
hi please. 🌿,greeting_start,neutral,medium,en
ayúdame a reflexionar pls... 😤,journal_prompt,neutral,low,es
¿esto es normal? porfa. 😔,self_assess,neutral,medium,es
i feel anxious tbh... 🙏,check_in_mood,negative,high,en
i'll come back later please. 😤,thanks_goodbye,positive,low,en
say something encouraging tbh! 🌿,affirmation_request,neutral,low,en
necesito algo positivo!! 😥,affirmation_request,neutral,low,es
¿cómo funcionan el estrés y las emociones?! 😥,self_assess,neutral,medium,es
"thanks, bye tbh! 💜",thanks_goodbye,positive,low,en
give me a writing prompt pls 😥,journal_prompt,neutral,low,en
give me an affirmation tbh ✨ / dame una afirmación,affirmation_request,neutral,low,en
🤔 tbh!! 🙏,fallback_clarify,neutral,low,en
cambiemos a inglés ahora!!,language_switch,neutral,low,es
who can i talk to nearby? rn!! 🌿,info_help,neutral,low,en
give me an affirmation rn. 😟 / dame una afirmación,affirmation_request,neutral,low,en
¿qué? ahora!!,fallback_clarify,neutral,low,es
cambiemos a inglés porfa 😥 / spanish please,language_switch,neutral,low,es
support me anchor pls!! ✨ / quiero sentirme presente,grounding_exercise,negative,medium,en
dame una frase positiva ahora!,affirmation_request,neutral,low,es
journal prompt please!! 💜,journal_prompt,neutral,low,en
i feel blue today!! ✨,check_in_mood,negative,high,en
assist me reflect! 😟,journal_prompt,neutral,low,en
spanish mode tbh!! 🙏,language_switch,neutral,low,en
necesito calmarme con respiración ahora... 😔,breathing_exercise,neutral,medium,es
what’s happening in my brain? pls!! 😔,self_assess,neutral,medium,en
what’s happening in my brain? pls!! 😤,self_assess,neutral,medium,en
mmm... ahora! 😤,fallback_clarify,neutral,low,es
need reassurance... 😤,affirmation_request,neutral,low,en
who can i talk to nearby?... 😟,info_help,neutral,low,en
i need something positive pls... 😔,affirmation_request,neutral,low,en
"eso es todo por ahora pls. 🌿 / this helped, goodnight",thanks_goodbye,positive,low,es
estoy irritado... 🙏,check_in_mood,negative,high,es
estoy molesto ahora...,check_in_mood,negative,high,es
i feel blue today please 😟,check_in_mood,negative,high,en
un ejercicio de respiración ahora!!,breathing_exercise,neutral,medium,es
what’s happening in my brain? tbh.,self_assess,neutral,medium,en
quiero escribir sobre esto ahora. 🙏,journal_prompt,neutral,low,es
¿con quién puedo charlar? ahora ✨,info_help,neutral,low,es
"thanks, bye tbh 😥",thanks_goodbye,positive,low,en
spanish mode tbh!! 🙏 / cambiemos a inglés,language_switch,neutral,low,en
quiero escribir sobre esto por favor! 😟 / i want to write about this,journal_prompt,neutral,low,es
i'll come back later rn 😟 / eso es todo por ahora,thanks_goodbye,positive,low,en
¿podemos charlar? por favor. 💜 / hi,greeting_start,neutral,medium,es
¿cómo funcionan el estrés y las emociones? porfa... 💜,self_assess,neutral,medium,es
can you assist me breathe? rn! 😔,breathing_exercise,neutral,medium,en
english please rn! 😥 / modo español,language_switch,neutral,low,en
un prompt de diario... ✨,journal_prompt,neutral,low,es
i feel sad today... ✨ / me siento triste,check_in_mood,negative,high,en
necesito arraigarme ahora... 🌿,grounding_exercise,negative,medium,es
i'll come back later pls. 🙏,thanks_goodbye,positive,low,en
me estoy desconectando pls! 😟,grounding_exercise,negative,medium,es
i’m dissociating tbh 😥,grounding_exercise,negative,medium,en
eso es todo por ahora pls... 😥,thanks_goodbye,positive,low,es
who can i chat to nearby? tbh... 😥,info_help,neutral,low,en
is anyone there? pls! 🙏,greeting_start,neutral,medium,en
"that’s all for now rn 😤 / gracias, adiós",thanks_goodbye,positive,low,en
hablemos en español porfa. 🙏 / spanish mode,language_switch,neutral,low,es
¿qué opciones de ayuda hay? pls! 🙏,info_help,neutral,low,es
algo que me anime pls. 😟,affirmation_request,neutral,low,es
¿esto es normal? por favor!! 😔,self_assess,neutral,medium,es
i need a calm breathing routine rn. 😔,breathing_exercise,neutral,medium,en
un prompt de diario porfa!! 😤,journal_prompt,neutral,low,es
necesito arraigarme!! ✨,grounding_exercise,negative,medium,es
need reassurance pls 🌿,affirmation_request,neutral,low,en
i'm panicky tbh 🌿,check_in_mood,negative,high,en
i'm irritated pls... 😟,check_in_mood,negative,high,en
vuelvo luego pls!! 😟,thanks_goodbye,positive,low,es
give me an encouraging words!! 😥,affirmation_request,neutral,low,en
i need a calm breathing routine... 😥,breathing_exercise,neutral,medium,en
"thanks, bye tbh! 💜",thanks_goodbye,positive,low,en
give me an positive line tbh... 😔,affirmation_request,neutral,low,en
i want to write about this please...,journal_prompt,neutral,low,en
steadying exercise please pls 🌿,grounding_exercise,negative,medium,en
i'll come back later tbh! 😟,thanks_goodbye,positive,low,en
¿qué pasa en mi cerebro? ahora.,self_assess,neutral,medium,es
estoy irritado por favor 🌿,check_in_mood,negative,high,es
quiero una frase de apoyo pls! 😟,affirmation_request,neutral,low,es
information about support. 💜,info_help,neutral,low,en
matarme porfa 😤,crisis_emergency,negative,high,es
mmm... ahora... 😥 / what,fallback_clarify,neutral,low,es
¿esto es normal? pls... ✨,self_assess,neutral,medium,es
why am i feeling this way? rn!! ✨,self_assess,neutral,medium,en
kill myself tbh!! 🙏 / me quiero morir,crisis_emergency,negative,high,en
quiero sentirme presente. 😤,grounding_exercise,negative,medium,es
¿qué opciones de ayuda hay?! 😤,info_help,neutral,low,es
who can i talk to nearby? tbh. 😥,info_help,neutral,low,en
"gracias, adiós. 😔",thanks_goodbye,positive,low,es
¿qué recursos hay? pls. ✨,info_help,neutral,low,es
journal prompt please,journal_prompt,neutral,low,en
need to feel present pls... 😟,grounding_exercise,negative,medium,en
grounding exercise please tbh! 🙏 / necesito arraigarme,grounding_exercise,negative,medium,en
vuelvo luego ahora... 😟,thanks_goodbye,positive,low,es
opciones de apoyo no urgente ahora 😥,info_help,neutral,low,es
cambiemos a inglés 😔,language_switch,neutral,low,es
"thanks, bye!! 😔 / vuelvo luego",thanks_goodbye,positive,low,en
say something encouraging rn. 😥 / algo que me anime,affirmation_request,neutral,low,en
"eso es todo por ahora ahora. 💜 / this helped, goodnight",thanks_goodbye,positive,low,es
how do stress and emotions work? rn... 😥,self_assess,neutral,medium,en
i need a calm breathing routine please. 💜,breathing_exercise,neutral,medium,en
¿qué opciones de apoyo hay? pls... 😔,info_help,neutral,low,es
i need something positive pls!! 😟,affirmation_request,neutral,low,en
¿qué pasa en mi cerebro? porfa! 😔 / is this normal?,self_assess,neutral,medium,es
breathing exercise please please... ✨,breathing_exercise,neutral,medium,en
quiero una frase de apoyo pls 😔,affirmation_request,neutral,low,es
give me an encouraging words! 😔,affirmation_request,neutral,low,en
¿con quién puedo hablar? ahora 😥,info_help,neutral,low,es
podría tener una sobredosis pls!! ✨,crisis_emergency,negative,high,es
spanish mode tbh!! 💜,language_switch,neutral,low,en
dame una frase positiva... 😔,affirmation_request,neutral,low,es
¿podemos charlar? porfa 🌿,greeting_start,neutral,medium,es
journal prompt please please!! 🙏,journal_prompt,neutral,low,en
that’s all for now pls! ✨,thanks_goodbye,positive,low,en
idk pls!! 😔,fallback_clarify,neutral,low,en
i want to write about this please! 💜,journal_prompt,neutral,low,en
opciones de apoyo no urgente pls 💜,info_help,neutral,low,es
give me an encouraging words pls! 😟,affirmation_request,neutral,low,en
vuelvo luego porfa!! 🙏,thanks_goodbye,positive,low,es
assist me reflect... 🙏,journal_prompt,neutral,low,en
who can i chat to nearby? please... 😥,info_help,neutral,low,en
give me a writing prompt rn. 😤,journal_prompt,neutral,low,en
¿qué opciones de ayuda hay? pls! 😥,info_help,neutral,low,es
i'm irritated rn! 🙏,check_in_mood,negative,high,en
¿por qué me siento así? ahora! 🌿 / what’s happening in my brain?,self_assess,neutral,medium,es
¿hay alguien? por favor! 🙏,greeting_start,neutral,medium,es
??? tbh! 🙏,fallback_clarify,neutral,low,en
say something encouraging rn!! 😟,affirmation_request,neutral,low,en
give me a writing prompt tbh 😥 / una consigna para escribir,journal_prompt,neutral,low,en
dame una frase positiva ahora! 🌿,affirmation_request,neutral,low,es
what’s happening in my brain? rn!! 🌿,self_assess,neutral,medium,en
is this normal? 😤 / ¿esto es normal?,self_assess,neutral,medium,en
i feel sad today please! 😤,check_in_mood,negative,high,en
who can i talk to nearby?! 😥,info_help,neutral,low,en
i need something positive pls. 😥,affirmation_request,neutral,low,en
journal prompt please rn... 🌿,journal_prompt,neutral,low,en
i might overdose tbh!! 😔,crisis_emergency,negative,high,en
idk rn,fallback_clarify,neutral,low,en
hi pls! 🙏,greeting_start,neutral,medium,en
i need to chat please! 😔 / ¿podemos hablar?,greeting_start,neutral,medium,en
i need to chat pls 🌿,greeting_start,neutral,medium,en
eso es todo por ahora ahora. 💜 / i'll come back later,thanks_goodbye,positive,low,es
is this normal?... 😔,self_assess,neutral,medium,en
inglés por favor ahora... 😟,language_switch,neutral,low,es
give me an encouraging words tbh! 🙏,affirmation_request,neutral,low,en
say something encouraging! 🙏,affirmation_request,neutral,low,en
dame una afirmación. 💜,affirmation_request,neutral,low,es
¿qué?!! 😤,fallback_clarify,neutral,low,es
necesito algo positivo pls! 😥 / need reassurance,affirmation_request,neutral,low,es
hi pls.,greeting_start,neutral,medium,en
i'll come back later rn! 💜,thanks_goodbye,positive,low,en
english please rn. 🌿,language_switch,neutral,low,en
assist me ground rn!! 😤,grounding_exercise,negative,medium,en
how do stress and emotions work?!! 🌿,self_assess,neutral,medium,en
need to feel present rn... 💜,grounding_exercise,negative,medium,en
¿hay alguien? por favor 🙏,greeting_start,neutral,medium,es
"thanks, bye rn. 🙏 / me ayudó, buenas noches",thanks_goodbye,positive,low,en
spanish mode pls. 💜 / modo español,language_switch,neutral,low,en
"thanks, bye tbh!! 💜",thanks_goodbye,positive,low,en
i need a calm breathing routine please... 😤,breathing_exercise,neutral,medium,en
breathing exercise please tbh! 😤 / un ejercicio de respiración,breathing_exercise,neutral,medium,en
is anyone there?. ✨ / ¿podemos hablar?,greeting_start,neutral,medium,en
¿qué? ahora! 😟,fallback_clarify,neutral,low,es
quiero sentirme presente pls. 🌿,grounding_exercise,negative,medium,es
necesito chatear pls! 😥 / hi,greeting_start,neutral,medium,es
quiero una frase de apoyo pls! 💜 / give me an affirmation,affirmation_request,neutral,low,es
spanish mode rn. 😔,language_switch,neutral,low,en
me siento triste por favor!! 🙏,check_in_mood,negative,high,es
¿qué? ahora 💜,fallback_clarify,neutral,low,es
inglés por favor ahora... 🙏,language_switch,neutral,low,es
can we switch to english? pls. 😥,language_switch,neutral,low,en
quiero escribir sobre esto! 🌿,journal_prompt,neutral,low,es
algo que me anime por favor!! 😔,affirmation_request,neutral,low,es
i'm panicky tbh 😥 / estoy como desconectado,check_in_mood,negative,high,en
modo español por favor!!,language_switch,neutral,low,es
necesito algo positivo 🌿,affirmation_request,neutral,low,es
kill myself tbh 🙏,crisis_emergency,negative,high,en
hmm please... 🙏,fallback_clarify,neutral,low,en
un ejercicio de respiración por favor. 💜,breathing_exercise,neutral,medium,es
necesito calmarme con respirar pls!! 😟 / breathing exercise please,breathing_exercise,neutral,medium,es
estoy en peligro ahora por favor 😟,crisis_emergency,negative,high,es
why am i feeling this way?! 💜,self_assess,neutral,medium,en
¿hay alguien? ahora. 😤,greeting_start,neutral,medium,es
dame una afirmación ahora! 😤 / give me an affirmation,affirmation_request,neutral,low,es
información de apoyo pls 😥,info_help,neutral,low,es
i feel numb tbh 💜,check_in_mood,negative,high,en
podría tener una sobredosis porfa!! 🌿,crisis_emergency,negative,high,es
quiero escribir sobre esto porfa,journal_prompt,neutral,low,es
necesito arraigarme ahora...,grounding_exercise,negative,medium,es
voy a lastimarme... 🌿 / i might overdose,crisis_emergency,negative,high,es
"thanks, bye tbh. ✨",thanks_goodbye,positive,low,en
hello. 😥,greeting_start,neutral,medium,en
assist me reflect rn! 😟,journal_prompt,neutral,low,en
give me an positive line please! 💜,affirmation_request,neutral,low,en
give me a writing prompt! 😥,journal_prompt,neutral,low,en
información de apoyo ahora...,info_help,neutral,low,es
give me a writing prompt please 🌿,journal_prompt,neutral,low,en
mmm...!! 😔,fallback_clarify,neutral,low,es
i'll come back later please.,thanks_goodbye,positive,low,en
necesito arraigarme por favor! 😟,grounding_exercise,negative,medium,es
ayúdame a respirar pls!! 😥,breathing_exercise,neutral,medium,es
me estoy desconectando por favor!! 🙏,grounding_exercise,negative,medium,es
what’s happening in my brain? tbh... ✨,self_assess,neutral,medium,en
me estoy desconectando... ✨,grounding_exercise,negative,medium,es
me siento ansioso ahora 💜,check_in_mood,negative,high,es
quiero una frase de apoyo pls!! 😥,affirmation_request,neutral,low,es
voy a lastimarme porfa!! 😔,crisis_emergency,negative,high,es
quiero una frase de apoyo ✨,affirmation_request,neutral,low,es
i feel down today please!! 💜,check_in_mood,negative,high,en
spanish please rn 😤,language_switch,neutral,low,en
modo español porfa. ✨,language_switch,neutral,low,es
assist me reflect pls... 🌿,journal_prompt,neutral,low,en
hablemos en español ahora! 💜 / can we switch to english?,language_switch,neutral,low,es
hmm rn 😥,fallback_clarify,neutral,low,en
un prompt de diario ahora 🙏,journal_prompt,neutral,low,es
un ejercicio de respiración... 😤,breathing_exercise,neutral,medium,es
cambiemos a inglés! 😟,language_switch,neutral,low,es
i need a calm breathing routine please!! 😟,breathing_exercise,neutral,medium,en
grounding exercise please please 😟,grounding_exercise,negative,medium,en
hola porfa!! 🌿,greeting_start,neutral,medium,es
mmm...!! ✨,fallback_clarify,neutral,low,es
ayúdame a reflexionar ahora ✨,journal_prompt,neutral,low,es
journal prompt please!! 😟,journal_prompt,neutral,low,en
hey can we talk? rn 💜 / ¿podemos hablar?,greeting_start,neutral,medium,en
i’m dissociating tbh. ✨,grounding_exercise,negative,medium,en
¿hay alguien? pls 😥,greeting_start,neutral,medium,es
say something encouraging tbh! 😥,affirmation_request,neutral,low,en
i’m in danger right now please!! 😤,crisis_emergency,negative,high,en
¿qué opciones de apoyo hay? porfa. 😟,info_help,neutral,low,es
need reassurance pls! 🌿,affirmation_request,neutral,low,en
can we switch to english? please!! 💜,language_switch,neutral,low,en
i'm panicky rn 💜,check_in_mood,negative,high,en
ayúdame a respirar porfa! 😤,breathing_exercise,neutral,medium,es
"thanks, bye rn. 😤",thanks_goodbye,positive,low,en
necesito chatear porfa!! 😥,greeting_start,neutral,medium,es
is anyone there? please... 🌿,greeting_start,neutral,medium,en
¿qué opciones de ayuda hay? porfa! 😔 / who can i talk to nearby?,info_help,neutral,low,es
i'm irritated tbh!! 😤,check_in_mood,negative,high,en
¿hay alguien? por favor... 😥,greeting_start,neutral,medium,es
hmm pls ✨ / no sé,fallback_clarify,neutral,low,en
i feel blue today rn... ✨,check_in_mood,negative,high,en
i want to die 🌿,crisis_emergency,negative,high,en
¿qué? ahora 🌿,fallback_clarify,neutral,low,es
